run,x,y,wheelpos,velocity
1,11.4,6873.37600000008,67.091,1.55320000000005
1,11.4,6874.92920000008,65.87,1.55320000000005
1,11.4,6876.48240000008,64.68,1.55320000000005
1,11.4,6878.03560000008,63.155,1.55320000000005
1,11.4,6879.59000000008,61.599,1.55440000000005
1,11.4,6881.14440000008,60.104,1.55440000000005
1,11.4,6882.69880000008,58.365,1.55440000000005
1,11.4,6884.25320000008,56.748,1.55440000000005
1,11.4,6885.80760000008,54.612,1.55440000000005
1,11.4,6887.36200000008,52.69,1.55440000000005
1,11.4,6888.91640000008,50.341,1.55440000000005
1,11.4,6890.47080000008,47.839,1.55440000000005
1,11.4,6892.02640000008,44.483,1.55560000000005
1,11.4,6893.58200000008,40.578,1.55560000000005
1,11.4,6895.13760000007,35.27,1.55560000000005
1,11.4,6896.69320000007,29.808,1.55560000000005
1,11.4,6898.24880000007,22.852,1.55560000000005
1,11.4,6899.80440000007,15.957,1.55560000000005
1,11.4,6901.36000000007,7.964,1.55560000000005
1,11.3998733802667,6902.91680000007,-0.061,1.55680000000005
1,11.3787092032,6904.47360000007,-10.196,1.55680000000005
1,11.340499104,6906.03040000007,-18.408,1.55680000000005
1,11.2823910250667,6907.58720000007,-27.994,1.55680000000005
1,11.2041317269333,6909.14400000008,-37.702,1.55680000000005
1,11.1000191701333,6910.70080000008,-50.157,1.55680000000005
1,10.9699890069333,6912.25760000008,-62.643,1.55680000000005
1,10.8082748501333,6913.81440000008,-77.907,1.55680000000005
1,10.6124446368,6915.37240000008,-94.27,1.55800000000005
1,10.3866177301333,6916.93040000008,-108.71,1.55800000000005
1,10.1283865008,6918.48840000008,-124.309,1.55800000000005
1,9.84345530613328,6920.04640000008,-137.162,1.55800000000005
1,9.53195294079994,6921.60440000008,-149.953,1.55800000000005
1,9.2020599434666,6923.16240000008,-158.806,1.55800000000005
1,8.85853340746658,6924.72040000008,-165.369,1.55800000000005
1,8.50929835946657,6926.27840000008,-168.117,1.55800000000005
1,8.15820809813323,6927.83760000008,-168.88,1.55920000000005
1,7.80711783679988,6929.39680000008,-168.88,1.55920000000005
1,7.45717098879987,6930.95600000008,-168.33,1.55920000000005
1,7.10830310719986,6932.51520000008,-167.811,1.55920000000005
1,6.76032293013318,6934.07440000007,-167.384,1.55920000000005
1,6.41272319786651,6935.63360000007,-167.201,1.55920000000005
1,6.06512346559983,6937.19280000007,-167.201,1.55920000000005
1,5.71751003679982,6938.75320000007,-167.079,1.56040000000005
1,5.37046875466647,6940.31360000007,-166.804,1.56040000000005
1,5.02526874453313,6941.87400000007,-165.919,1.56040000000005
1,4.68343503733312,6943.43440000008,-164.301,1.56040000000005
1,4.34496763306644,6944.99480000008,-162.683,1.56040000000005
1,4.01043867839976,6946.55520000008,-160.79,1.56040000000005
1,3.68092797013308,6948.11560000008,-158.378,1.56040000000005
1,3.36011805226641,6949.67600000008,-154.196,1.56040000000005
1,3.04986769279973,6951.23760000008,-149.006,1.56160000000005
1,2.75270978773305,6952.79920000008,-142.718,1.56160000000005
1,2.47048910719971,6954.36080000008,-135.544,1.56160000000005
1,2.20002831573304,6955.92240000008,-129.896,1.56160000000005
1,1.9426620607997,6957.48400000008,-123.607,1.56160000000005
1,1.69400328746635,6959.04560000008,-119.425,1.56160000000005
1,1.45386252159968,6960.60720000008,-115.334,1.56160000000005
1,1.21931436586634,6962.16880000008,-112.648,1.56160000000005
1,0.988530480532998,6963.73160000008,-110.755,1.56280000000005
1,0.758446729599658,6965.29440000008,-110.419,1.56280000000005
1,0.528362978666317,6966.85720000008,-110.419,1.56280000000005
1,0.297897904532976,6968.42000000007,-110.602,1.56280000000005
1,0.0669869114663021,6969.98280000007,-110.816,1.56280000000005
1,-0.164940943467039,6971.54560000007,-111.304,1.56280000000005
1,-0.398460770667046,6973.10840000007,-112.068,1.56280000000005
1,-0.634132632000387,6974.67240000007,-113.014,1.56400000000005
1,-0.872288125333728,6976.23640000007,-114.205,1.56400000000005
1,-1.1120347280004,6977.80040000008,-114.968,1.56400000000005
1,-1.35324523466708,6979.36440000008,-115.67,1.56400000000005
1,-1.59528361866708,6980.92840000008,-116.067,1.56400000000005
1,-1.83853149600043,6982.49240000008,-116.647,1.56400000000005
1,-2.0837520986671,6984.05640000008,-117.593,1.56400000000005
1,-2.33081822133377,6985.62040000008,-118.478,1.56400000000005
1,-2.58017753760045,6987.18560000008,-119.486,1.56520000000005
1,-2.83176569866712,6988.75080000008,-120.554,1.56520000000005
1,-3.0865406069338,6990.31600000008,-122.081,1.56520000000005
1,-3.34520138506714,6991.88120000008,-123.943,1.56520000000005
1,-3.60978696693382,6993.44640000008,-126.782,1.56520000000005
1,-3.88093386720049,6995.01160000008,-129.926,1.56520000000005
1,-4.16061841173383,6996.57680000008,-134.017,1.56520000000005
1,-4.44852129973384,6998.14200000008,-137.955,1.56520000000005
1,-4.74557130720052,6999.70840000008,-142.229,1.56640000000005
1,-5.0498894106672,7001.27480000008,-145.709,1.56640000000005
1,-5.35969200266721,7002.84120000008,-148.335,1.56640000000005
1,-5.67102340106722,7004.40760000008,-149.067,1.56640000000005
1,-5.98197259786723,7005.97400000008,-148.884,1.56640000000005
1,-6.29177518986724,7007.54040000007,-148.335,1.56640000000005
1,-6.59921773920058,7009.10680000007,-147.205,1.56640000000005
1,-6.90383377120059,7010.67440000008,-145.74,1.56760000000005
1,-7.2041106864006,7012.24200000008,-143.664,1.56760000000005
1,-7.49985619253394,7013.80960000008,-141.496,1.56760000000005
1,-7.79037009493395,7015.37720000008,-138.993,1.56760000000005
1,-8.07603488800063,7016.94480000008,-136.673,1.56760000000005
1,-8.3555107962673,7018.51240000008,-133.712,1.56760000000005
1,-8.62707345973398,7020.08000000008,-129.926,1.56760000000005
1,-8.88919290080065,7021.64760000008,-125.408,1.56760000000005
1,-9.13899815413399,7023.21640000008,-119.425,1.56880000000005
1,-9.37660651040067,7024.78520000008,-113.594,1.56880000000005
1,-9.59818800586734,7026.35400000008,-105.932,1.56880000000005
1,-9.80348535733402,7027.92280000008,-98.147,1.56880000000005
1,-9.98764574346735,7029.49160000008,-88.042,1.56880000000005
1,-10.1500311856007,7031.06040000008,-77.632,1.56880000000005
1,-10.285150883734,7032.62920000008,-64.597,1.56880000000005
1,-10.3957491920007,7034.19800000008,-52.874,1.56880000000005
1,-10.4807427120007,7035.76800000008,-40.602,1.57000000000005
1,-10.5452236586674,7037.33800000008,-30.803,1.57000000000005
1,-10.5889345520007,7038.90800000008,-20.881,1.57000000000005
1,-10.6157103786674,7040.47800000008,-12.791,1.57000000000005
1,-10.6263193920007,7042.04800000008,-5.068,1.57000000000005
1,-10.624657285334,7043.61800000008,0.794,1.57000000000005
1,-10.613478885334,7045.18800000008,5.34,1.57000000000005
1,-10.600821298134,7046.75920000008,6.042,1.57120000000005
1,-10.5878452810674,7048.33040000008,6.194,1.57120000000005
1,-10.5756988576007,7049.90160000008,5.798,1.57120000000005
1,-10.5659825568007,7051.47280000008,4.638,1.57120000000005
1,-10.5576719562674,7053.04400000008,3.967,1.57120000000005
1,-10.5496797856007,7054.61520000008,3.815,1.57120000000005
1,-10.5395151690674,7056.18640000008,4.852,1.57120000000005
1,-10.5243646112007,7057.75760000008,7.232,1.57120000000005
1,-10.5010155194674,7059.33000000008,11.137,1.57240000000005
1,-10.4696073536007,7060.90240000008,14.981,1.57240000000005
1,-10.4290520128007,7062.47480000008,19.344,1.57240000000005
1,-10.3815256986674,7064.04720000008,22.669,1.57240000000005
1,-10.3283052000007,7065.61960000008,25.385,1.57240000000005
1,-10.2725269306674,7067.19200000008,26.605,1.57240000000005
1,-10.2154697760007,7068.76440000008,27.215,1.57240000000005
1,-10.1583476288007,7070.33680000008,27.246,1.57240000000005
1,-10.1011818880007,7071.91040000008,27.246,1.57360000000005
1,-10.044849106134,7073.48400000008,26.849,1.57360000000005
1,-9.98986122773402,7075.05760000008,26.208,1.57360000000005
1,-9.93647212693402,7076.63120000008,25.446,1.57360000000005
1,-9.88468390186735,7078.20480000008,24.683,1.57360000000005
1,-9.83379157973402,7079.77840000008,24.256,1.57360000000005
1,-9.78296429973402,7081.35200000008,24.225,1.57360000000005
1,-9.73209825973401,7082.92680000008,24.225,1.57480000000005
1,-9.67995138240068,7084.50160000008,24.835,1.57480000000005
1,-9.62645857600068,7086.07640000008,25.476,1.57480000000005
1,-9.57097942186734,7087.65120000008,26.422,1.57480000000005
1,-9.51383517920067,7089.22600000008,27.215,1.57480000000005
1,-9.45502584800067,7090.80080000008,28.008,1.57480000000005
1,-9.393780826134,7092.37560000008,29.168,1.57480000000005
1,-9.330102213334,7093.95040000008,30.327,1.57480000000005
1,-9.263746309334,7095.52640000008,31.578,1.57600000000005
1,-9.19527436266733,7097.10240000008,32.585,1.57600000000005
1,-9.12481455466733,7098.67840000008,33.531,1.57600000000005
1,-9.05320111466733,7100.25440000008,34.08,1.57600000000005
1,-8.98075554666732,7101.83040000008,34.476,1.57600000000005
1,-8.90818179733399,7103.40640000008,34.537,1.57600000000005
1,-8.83535168533399,7104.98240000008,34.659,1.57600000000005
1,-8.76252157333398,7106.55840000008,34.659,1.57600000000005
1,-8.68963600693398,7108.13560000008,34.659,1.57720000000005
1,-8.61675044053398,7109.71280000008,34.659,1.57720000000005
1,-8.54290173066731,7111.29000000008,35.117,1.57720000000005
1,-8.46693536693398,7112.86720000008,36.124,1.57720000000005
1,-8.38814686666731,7114.44440000008,37.466,1.57720000000005
1,-8.30653412693397,7116.02160000008,38.809,1.57720000000005
1,-8.22164922293397,7117.59880000008,40.365,1.57720000000005
1,-8.13419744480063,7119.17720000008,41.554,1.57840000000005
1,-8.04462640160063,7120.75560000008,42.561,1.57840000000005
1,-7.95389996960063,7122.33400000008,43.11,1.57840000000005
1,-7.86304516106729,7123.91240000008,43.171,1.57840000000005
1,-7.77219035253395,7125.49080000008,43.171,1.57840000000005
1,-7.68133554400062,7127.06920000008,43.171,1.57840000000005
1,-7.59054387146728,7128.64760000008,43.141,1.57840000000005
1,-7.50058769866728,7130.22600000008,42.744,1.57840000000005
1,-7.41146245440061,7131.80560000008,42.317,1.57960000000005
1,-7.32349347733394,7133.38520000008,41.768,1.57960000000005
1,-7.2363606352006,7134.96480000008,41.371,1.57960000000005
1,-7.14954792533393,7136.54440000008,41.219,1.57960000000005
1,-7.0632491120006,7138.12400000008,40.975,1.57960000000005
1,-6.97772114346726,7139.70360000008,40.609,1.57960000000005
1,-6.89354320640059,7141.28320000008,39.968,1.57960000000005
1,-6.81122989653392,7142.86400000008,39.053,1.58080000000005
1,-6.73116764586725,7144.44480000008,37.985,1.58080000000005
1,-6.65348502613392,7146.02560000008,36.856,1.58080000000005
1,-6.57875955626725,7147.60640000008,35.453,1.58080000000005
1,-6.50654228906725,7149.18720000008,34.263,1.58080000000005
1,-6.43760465493391,7150.76800000008,32.707,1.58080000000005
1,-6.37226913706724,7152.34880000008,30.998,1.58080000000005
1,-6.31207648853391,7153.92960000008,28.558,1.58080000000005
1,-6.25750170720057,7155.51160000008,25.873,1.58200000000005
1,-6.21090653386724,7157.09360000008,22.09,1.58200000000005
1,-6.17428639786723,7158.67560000008,17.361,1.58200000000005
1,-6.1469979525339,7160.25760000008,12.937,1.58200000000005
1,-6.13109990720057,7161.83960000008,7.537,1.58200000000005
1,-6.1248562805339,7163.42160000008,2.96,1.58200000000005
1,-6.1278177845339,7165.00360000008,-1.404,1.58200000000005
1,-6.13497173760057,7166.58680000008,-3.389,1.58320000000005
1,-6.14438016746724,7168.17000000008,-4.457,1.58320000000005
1,-6.15501293866724,7169.75320000008,-5.037,1.58320000000005
1,-6.16571114880057,7171.33640000008,-5.068,1.58320000000005
1,-6.1764093589339,7172.91960000008,-5.068,1.58320000000005
1,-6.18646162346724,7174.50280000008,-4.762,1.58320000000005
1,-6.19535498560057,7176.08600000008,-4.213,1.58320000000005
1,-6.20302400640057,7177.66920000008,-3.633,1.58320000000005
1,-6.20947357066724,7179.25360000008,-3.053,1.58440000000005
1,-6.21501897066724,7180.83800000008,-2.625,1.58440000000005
1,-6.21972780746724,7182.42240000008,-2.229,1.58440000000005
1,-6.2236613445339,7184.00680000008,-1.862,1.58440000000005
1,-6.22636961226724,7185.59120000008,-1.282,1.58440000000005
1,-6.2276603701339,7187.17560000008,-0.611,1.58440000000005
1,-6.22811245226724,7188.76000000008,-0.214,1.58440000000005
1,-6.22682169440057,7190.34440000008,0.611,1.58440000000005
1,-6.2221114053339,7191.93000000008,2.228,1.58560000000005
1,-6.21365910026724,7193.51560000008,3.998,1.58560000000005
1,-6.19940138506724,7195.10120000008,6.744,1.58560000000005
1,-6.17914587360057,7196.68680000008,9.581,1.58560000000005
1,-6.15179533066723,7198.27240000008,12.937,1.58560000000005
1,-6.11844699146723,7199.85800000008,15.774,1.58560000000005
1,-6.0789697797339,7201.44360000008,18.673,1.58560000000005
1,-6.03475095306723,7203.03040000008,20.9,1.58680000000005
1,-5.98543320906723,7204.61720000008,23.31,1.58680000000005
1,-5.93153278666723,7206.20400000008,25.476,1.58680000000005
1,-5.87304968586723,7207.79080000008,27.642,1.58680000000005
1,-5.81082173706722,7209.37760000008,29.412,1.58680000000005
1,-5.74446387680055,7210.96440000008,31.364,1.58680000000005
1,-5.67442675626722,7212.55120000008,33.103,1.58680000000005
1,-5.59948325013388,7214.13800000008,35.422,1.58680000000005
1,-5.52008960213388,7215.72600000008,37.497,1.58800000000005
1,-5.43623896746721,7217.31400000008,39.602,1.58800000000005
1,-5.34948123413388,7218.90200000008,40.975,1.58800000000005
1,-5.26097881813387,7220.49000000008,41.799,1.58800000000005
1,-5.1717670954672,7222.07800000008,42.134,1.58800000000005
1,-5.08255537280053,7223.66600000008,42.134,1.58800000000005
1,-4.99450606613387,7225.25400000008,41.585,1.58800000000005
1,-4.90891175413386,7226.84320000008,40.395,1.58920000000005
1,-4.82674375733386,7228.43240000008,38.778,1.58920000000005
1,-4.74864835040052,7230.02160000008,36.856,1.58920000000005
1,-4.67604733760052,7231.61080000008,34.263,1.58920000000005
1,-4.60881146400052,7233.20000000008,31.731,1.58920000000005
1,-4.54771837813385,7234.78920000008,28.832,1.58920000000005
1,-4.49211968640051,7236.37840000008,26.239,1.58920000000005
1,-4.44195182080051,7237.96760000008,23.676,1.58920000000005
1,-4.39601470720051,7239.55800000008,21.663,1.59040000000005
1,-4.35421899520051,7241.14840000008,19.71,1.59040000000005
1,-4.31546412800051,7242.73880000008,18.276,1.59040000000005
1,-4.27968436906717,7244.32920000008,16.873,1.59040000000005
1,-4.24597637120051,7245.91960000008,15.896,1.59040000000005
1,-4.21427439786717,7247.51000000008,14.95,1.59040000000005
1,-4.18380021333384,7249.10040000008,14.371,1.59040000000005
1,-4.15453387253383,7250.69200000008,13.791,1.59160000000005
1,-4.12617368266717,7252.28360000008,13.364,1.59160000000005
1,-4.0989785440005,7253.87520000008,12.815,1.59160000000005
1,-4.07307790666717,7255.46680000008,12.205,1.59160000000005
1,-4.0489259072005,7257.05840000008,11.381,1.59160000000005
1,-4.0269745600005,7258.65000000008,10.344,1.59160000000005
1,-4.00826158826716,7260.24160000008,8.818,1.59160000000005
1,-3.99298010613383,7261.83320000008,7.201,1.59160000000005
1,-3.98105534346716,7263.42600000008,5.615,1.59280000000005
1,-3.97204646666716,7265.01880000008,4.242,1.59280000000005
1,-3.96524202506716,7266.61160000008,3.204,1.59280000000005
1,-3.96005586826716,7268.20440000008,2.442,1.59280000000005
1,-3.95538790240049,7269.79720000008,2.198,1.59280000000005
1,-3.95071993653383,7271.39000000008,2.198,1.59280000000005
1,-3.94605197066716,7272.98280000008,2.198,1.59280000000005
1,-3.94093164960049,7274.57560000008,2.411,1.59280000000005
1,-3.93535264960049,7276.16960000008,2.625,1.59400000000005
1,-3.92970988960049,7277.76360000008,2.655,1.59400000000005
1,-3.92380783893383,7279.35760000008,2.777,1.59400000000005
1,-3.91790578826716,7280.95160000008,2.777,1.59400000000005
1,-3.91200373760049,7282.54560000008,2.777,1.59400000000005
1,-3.90610168693383,7284.13960000008,2.777,1.59400000000005
1,-3.90019963626716,7285.73360000008,2.777,1.59400000000005
1,-3.89429314240049,7287.32880000008,2.777,1.59520000000005
1,-3.88838664853383,7288.92400000008,2.777,1.59520000000005
1,-3.88248015466716,7290.51920000008,2.777,1.59520000000005
1,-3.87657366080049,7292.11440000008,2.777,1.59520000000005
1,-3.87066716693383,7293.70960000008,2.777,1.59520000000005
1,-3.86463093013383,7295.30480000008,2.838,1.59520000000005
1,-3.85742488000049,7296.90000000008,3.388,1.59520000000005
1,-3.84879165760049,7298.49520000008,4.059,1.59520000000005
1,-3.83768497066716,7300.09160000008,5.218,1.59640000000005
1,-3.82164221493383,7301.68800000008,7.537,1.59640000000005
1,-3.79949482560049,7303.28440000008,10.405,1.59640000000005
1,-3.76884181706716,7304.88080000008,14.401,1.59640000000005
1,-3.72974491680049,7306.47720000008,18.368,1.59640000000005
1,-3.68071415146715,7308.07360000008,23.035,1.59640000000005
1,-3.62356516000049,7309.67000000008,26.849,1.59640000000005
1,-3.55753528693382,7311.26760000008,30.998,1.59760000000005
1,-3.48520021920048,7312.86520000008,33.958,1.59760000000005
1,-3.40714574346715,7314.46280000008,36.643,1.59760000000005
1,-3.32558293813381,7316.06040000008,38.29,1.59760000000005
1,-3.24129143200047,7317.65800000008,39.571,1.59760000000005
1,-3.15608822880047,7319.25560000008,39.999,1.59760000000005
1,-3.0705612453338,7320.85320000008,40.151,1.59760000000005
1,-2.98503426186713,7322.45080000008,40.151,1.59760000000005
1,-2.90009321546713,7324.04960000008,39.846,1.59880000000005
1,-2.81612850293379,7325.64840000008,39.388,1.59880000000005
1,-2.73300795680046,7327.24720000008,38.992,1.59880000000005
1,-2.65021356586712,7328.84600000008,38.839,1.59880000000005
1,-2.56741917493378,7330.44480000008,38.839,1.59880000000005
1,-2.48462478400045,7332.04360000008,38.839,1.59880000000005
1,-2.40183039306711,7333.64240000008,38.839,1.59880000000005
1,-2.31871359306711,7335.24240000008,38.961,1.60000000000005
1,-2.23461972640044,7336.84240000008,39.419,1.60000000000005
1,-2.14850772640044,7338.44240000008,40.365,1.60000000000005
1,-2.0599231930671,7340.04240000008,41.524,1.60000000000005
1,-1.9680191930671,7341.64240000008,43.08,1.60000000000005
1,-1.87344639306709,7343.24240000008,44.331,1.60000000000005
1,-1.77594452640042,7344.84240000008,45.704,1.60000000000005
1,-1.67642452640042,7346.44240000008,46.65,1.60000000000005
1,-1.57520306720042,7348.04360000009,47.412,1.60120000000005
1,-1.47352473226708,7349.64480000008,47.626,1.60120000000005
1,-1.37184639733374,7351.24600000009,47.626,1.60120000000005
1,-1.27016806240041,7352.84720000008,47.626,1.60120000000005
1,-1.1697279888004,7354.44840000009,47.046,1.60120000000005
1,-1.07104710026707,7356.04960000009,46.222,1.60120000000005
1,-0.974840599467065,7357.65080000009,45.063,1.60120000000005
1,-0.881365129600395,7359.25320000009,43.751,1.60240000000005
1,-0.791344434133725,7360.85560000008,42.134,1.60240000000005
1,-0.704972937600389,7362.45800000008,40.426,1.60240000000005
1,-0.622122448000386,7364.06040000008,38.778,1.60240000000005
1,-0.54259640426705,7365.66280000008,37.222,1.60240000000005
1,-0.466719559467048,7367.26520000008,35.514,1.60240000000005
1,-0.394167160533712,7368.86760000008,33.958,1.60240000000005
1,-0.324223468800376,7370.47000000008,32.737,1.60240000000005
1,-0.256705494400374,7372.07360000008,31.578,1.60360000000005
1,-0.190558063467039,7373.67720000008,30.937,1.60360000000005
1,-0.125975746133703,7375.28080000008,30.205,1.60360000000005
1,-0.0623726938670344,7376.88440000008,29.747,1.60360000000005
1,0.000383657599634366,7378.48800000009,29.351,1.60360000000005
1,0.0624215962663031,7380.09160000009,29.015,1.60360000000005
1,0.123612834132972,7381.69520000009,28.619,1.60360000000005
1,0.184327767466307,7383.30000000009,28.375,1.60480000000005
1,0.243865847466309,7384.90480000009,27.825,1.60480000000005
1,0.302165021866311,7386.50960000009,27.246,1.60480000000005
1,0.358373676799646,7388.11440000009,26.269,1.60480000000005
1,0.412429759999648,7389.71920000009,25.263,1.60480000000005
1,0.46426479999965,7391.32400000009,24.225,1.60480000000005
1,0.513619889066318,7392.92880000009,23.066,1.60480000000005
1,0.55997293226632,7394.53360000009,21.663,1.60480000000005
1,0.603028721599654,7396.13960000009,20.107,1.60600000000005
1,0.642294350932989,7397.74560000009,18.337,1.60600000000005
1,0.678163825599657,7399.35160000009,16.751,1.60600000000005
1,0.709851276266325,7400.95760000009,14.798,1.60600000000005
1,0.737617945599659,7402.56360000009,12.967,1.60600000000005
1,0.762052700266326,7404.16960000009,11.411,1.60600000000005
1,0.783091300266327,7405.77560000008,9.825,1.60600000000005
1,0.801595529599661,7407.38280000009,8.635,1.60720000000005
1,0.817418949332995,7408.99000000009,7.384,1.60720000000005
1,0.831215154132995,7410.59720000009,6.438,1.60720000000005
1,0.842658418132996,7412.20440000009,5.34,1.60720000000005
1,0.852140898132996,7413.81160000009,4.425,1.60720000000005
1,0.859531875199663,7415.41880000009,3.449,1.60720000000005
1,0.865157075199663,7417.02600000009,2.625,1.60720000000005
1,0.868560449599663,7418.63440000009,1.587,1.60840000000005
1,0.87026320906633,7420.24280000009,0.794,1.60840000000005
1,0.870196728532997,7421.85120000009,-0.031,1.60840000000005
1,0.870130247999663,7423.45960000009,-0.031,1.60840000000005
1,0.87006376746633,7425.06800000009,-0.031,1.60840000000005
1,0.869997286932997,7426.67640000009,-0.031,1.60840000000005
1,0.869930806399663,7428.28480000009,-0.031,1.60840000000005
1,0.870522697599663,7429.89320000009,0.276,1.60840000000005
1,0.871900515199663,7431.50280000009,0.642,1.60960000000005
1,0.87360454506633,7433.11240000009,0.794,1.60960000000005
1,0.87576784746633,7434.72200000009,1.008,1.60960000000005
1,0.87799553386633,7436.33160000009,1.038,1.60960000000005
1,0.88022322026633,7437.94120000009,1.038,1.60960000000005
1,0.88245090666633,7439.55080000009,1.038,1.60960000000005
1,0.88467859306633,7441.16040000009,1.038,1.60960000000005
1,0.88690794026633,7442.77120000009,1.038,1.61080000000005
1,0.88913728746633,7444.38200000009,1.038,1.61080000000005
1,0.891366634666331,7445.99280000009,1.038,1.61080000000005
1,0.893662561599664,7447.60360000009,1.069,1.61080000000005
1,0.896677979199664,7449.21440000009,1.404,1.61080000000005
1,0.900153011732998,7450.82520000009,1.618,1.61080000000005
1,0.904087659199664,7452.43600000009,1.832,1.61080000000005
1,0.908479773866331,7454.04680000009,2.045,1.61080000000005
1,0.913268488532998,7455.65880000009,2.228,1.61200000000005
1,0.918517160532998,7457.27080000009,2.442,1.61200000000005
1,0.924485859199665,7458.88280000009,2.777,1.61200000000005
1,0.931372323199665,7460.49480000009,3.204,1.61200000000005
1,0.939572029866332,7462.10680000009,3.815,1.61200000000005
1,0.949345048532999,7463.71880000009,4.547,1.61200000000005
1,0.960889117866333,7465.33080000009,5.371,1.61200000000005
1,0.973818378133,7466.94400000009,6.011,1.61320000000005
1,0.988324272533001,7468.55720000009,6.744,1.61320000000005
1,1.00427344319967,7470.17040000009,7.415,1.61320000000005
1,1.02186162506633,7471.78360000009,8.177,1.61320000000005
1,1.04122217599967,7473.39680000009,9.001,1.61320000000005
1,1.06150117546634,7475.01000000009,9.428,1.61320000000005
1,1.08224047466634,7476.62320000009,9.642,1.61320000000005
1,1.103242187733,7478.23640000009,9.764,1.61320000000005
1,1.12425952319967,7479.85080000009,9.764,1.61440000000005
1,1.14527685866634,7481.46520000009,9.764,1.61440000000005
1,1.16629419413301,7483.07960000009,9.764,1.61440000000005
1,1.18731152959967,7484.69400000009,9.764,1.61440000000005
1,1.20754103786634,7486.30840000009,9.398,1.61440000000005
1,1.22698271893301,7487.92280000009,9.032,1.61440000000005
1,1.24583245333301,7489.53720000009,8.757,1.61440000000005
1,1.26384316213301,7491.15280000009,8.361,1.61560000000005
1,1.28113008213301,7492.76840000009,8.025,1.61560000000005
1,1.29795601759968,7494.38400000009,7.811,1.61560000000005
1,1.31432312266634,7495.99960000009,7.598,1.61560000000005
1,1.33029602133301,7497.61520000009,7.415,1.61560000000005
1,1.34613751786635,7499.23080000009,7.354,1.61560000000005
1,1.36197901439968,7500.84640000009,7.354,1.61560000000005
1,1.37755770666635,7502.46200000009,7.232,1.61560000000005
1,1.39314797013301,7504.07880000009,7.232,1.61680000000005
1,1.40867140586635,7505.69560000009,7.201,1.61680000000005
1,1.42373567039968,7507.31240000009,6.988,1.61680000000005
1,1.43794410879968,7508.92920000009,6.591,1.61680000000005
1,1.45083754986635,7510.54600000009,5.981,1.61680000000005
1,1.46294199253302,7512.16280000009,5.615,1.61680000000005
1,1.47379610986635,7513.77960000009,5.035,1.61680000000005
1,1.48334230986635,7515.39760000009,4.425,1.61800000000005
1,1.49150565919968,7517.01560000009,3.784,1.61800000000005
1,1.49848463253302,7518.63360000009,3.235,1.61800000000005
1,1.50421235253302,7520.25160000009,2.655,1.61800000000005
1,1.50941368319968,7521.86960000009,2.411,1.61800000000005
1,1.51455029386635,7523.48760000009,2.381,1.61800000000005
1,1.51968690453302,7525.10560000009,2.381,1.61800000000005
1,1.52482732479968,7526.72480000009,2.381,1.61920000000005
1,1.52996774506635,7528.34400000009,2.381,1.61920000000005
1,1.53510816533302,7529.96320000009,2.381,1.61920000000005
1,1.54024858559969,7531.58240000009,2.381,1.61920000000005
1,1.54584885866635,7533.20160000009,2.594,1.61920000000005
1,1.55184421653302,7534.82080000009,2.777,1.61920000000005
1,1.55790650133302,7536.44000000009,2.808,1.61920000000005
1,1.56396878613302,7538.05920000009,2.808,1.61920000000005
1,1.57003556373302,7539.67960000009,2.808,1.62040000000005
1,1.57610234133302,7541.30000000009,2.808,1.62040000000005
1,1.58216911893302,7542.92040000009,2.808,1.62040000000005
1,1.58823589653302,7544.54080000009,2.808,1.62040000000005
1,1.59463107519969,7546.16120000009,2.96,1.62040000000005
1,1.60102625386635,7547.78160000009,2.96,1.62040000000005
1,1.60742143253302,7549.40200000009,2.96,1.62040000000005
1,1.61382134719969,7551.02360000009,2.96,1.62160000000005
1,1.62022126186636,7552.64520000009,2.96,1.62160000000005
1,1.62662117653302,7554.26680000009,2.96,1.62160000000005
1,1.63302109119969,7555.88840000009,2.96,1.62160000000005
1,1.63942100586636,7557.51000000009,2.96,1.62160000000005
1,1.64582092053302,7559.13160000009,2.96,1.62160000000005
1,1.65096895999969,7560.7532000001,2.381,1.62160000000005
1,1.65328028053302,7562.3748000001,1.069,1.62160000000005
1,1.65195823946636,7563.9976000001,-0.611,1.62280000000005
1,1.64548434933302,7565.6204000001,-2.992,1.62280000000005
1,1.63280270826636,7567.2432000001,-5.861,1.62280000000005
1,1.61318413813302,7568.8660000001,-9.067,1.62280000000005
1,1.58458174719969,7570.4888000001,-13.219,1.62280000000005
1,1.54706261119969,7572.1116000001,-17.34,1.62280000000005
1,1.49930468906635,7573.7344000001,-22.072,1.62280000000005
1,1.44232394239968,7575.3584000001,-26.315,1.62400000000005
1,1.37384094506635,7576.9824000001,-31.627,1.62400000000005
1,1.29431907839968,7578.6064000001,-36.725,1.62400000000005
1,1.20210619306634,7580.23040000009,-42.586,1.62400000000005
1,1.097531419733,7581.8544000001,-48.295,1.62400000000005
1,0.983305755733001,7583.4784000001,-52.752,1.62400000000005
1,0.859892582399663,7585.10240000009,-56.995,1.62400000000005
1,0.729308845866326,7586.7276000001,-60.262,1.62520000000005
1,0.592308819732988,7588.3528000001,-63.223,1.62520000000005
1,0.449949967466316,7589.9780000001,-65.696,1.62520000000005
1,0.302167281066311,7591.6032000001,-68.199,1.62520000000005
1,0.150018223999639,7593.2284000001,-70.214,1.62520000000005
1,-0.00702593546703262,7594.8536000001,-72.473,1.62520000000005
1,-0.167444010133705,7596.4788000001,-74.03,1.62520000000005
