step,run,clock_begin,time,x,y,collision,wheelpos,throttlepos,velocity,chosenvel
15166,1,263.385757502762,2017-10-27 15:21:09.203000,0.725990377334105,15865.9259999993,0,1.68,1000.0,1.08799999999992,1.08799999999992
15167,1,263.3983866123,2017-10-27 15:21:09.216000,0.730866193334104,15867.0149999993,0,3.358,1000.0,1.08899999999992,1.08799999999992
15168,1,263.444091705684,2017-10-27 15:21:09.262000,0.740307097334104,15868.1039999993,0,6.502,1000.0,1.08899999999992,1.08899999999992
15169,1,263.444142905766,2017-10-27 15:21:09.262000,0.749748001334103,15869.1929999993,0,6.502,1000.0,1.08899999999992,1.08899999999992
15170,1,263.456644015101,2017-10-27 15:21:09.275000,0.759366049334102,15870.2819999993,0,6.624,1000.0,1.08899999999992,1.08899999999992
15171,1,263.469574473688,2017-10-27 15:21:09.288000,0.768984097334102,15871.3709999993,0,6.624,1000.0,1.08899999999992,1.08899999999992
15172,1,263.514256053069,2017-10-27 15:21:09.332000,0.777360685334101,15872.4599999993,0,5.769,1000.0,1.08899999999992,1.08899999999992
15173,1,263.51430676553,2017-10-27 15:21:09.332000,0.7857372733341,15873.5489999993,0,5.769,1000.0,1.08899999999992,1.08899999999992
15174,1,263.526807631055,2017-10-27 15:21:09.345000,0.7932281413341,15874.6379999993,0,5.159,1000.0,1.08899999999992,1.08899999999992
15175,1,263.539762958253,2017-10-27 15:21:09.358000,0.799611133334099,15875.7269999992,0,4.396,1000.0,1.08899999999992,1.08899999999992
15176,1,263.58450865964,2017-10-27 15:21:09.402000,0.798548269334099,15876.8159999993,0,-0.732,1000.0,1.08899999999992,1.08899999999992
15177,1,263.584560591151,2017-10-27 15:21:09.402000,0.7974854053341,15877.9049999992,0,-0.732,1000.0,1.08899999999992,1.08899999999992
15178,1,263.597061944296,2017-10-27 15:21:09.415000,0.792740272000767,15878.9949999993,0,-3.265,1000.0,1.08999999999992,1.08899999999992
15179,1,263.609948760909,2017-10-27 15:21:09.428000,0.784534752000767,15880.0849999992,0,-5.646,1000.0,1.08999999999992,1.08999999999992
15180,1,263.654636191728,2017-10-27 15:21:09.472000,0.761205845334102,15881.1749999993,0,-16.052,1000.0,1.08999999999992,1.08999999999992
15181,1,263.654692268008,2017-10-27 15:21:09.472000,0.737876938667437,15882.2649999993,0,-16.052,1000.0,1.08999999999992,1.08999999999992
15182,1,263.667193621153,2017-10-27 15:21:09.485000,0.709403232000773,15883.3549999993,0,-19.592,1000.0,1.08999999999992,1.08999999999992
15183,1,263.680135782615,2017-10-27 15:21:09.498000,0.677070925334108,15884.4449999993,0,-22.247,1000.0,1.08999999999992,1.08999999999992
15184,1,263.724841011558,2017-10-27 15:21:09.542000,0.634226658667445,15885.5349999993,0,-29.48,1000.0,1.08999999999992,1.08999999999992
15185,1,263.724892943068,2017-10-27 15:21:09.542000,0.591382392000781,15886.6249999993,0,-29.48,1000.0,1.08999999999992,1.08999999999992
15186,1,263.737394296213,2017-10-27 15:21:09.555000,0.547118218667451,15887.7149999993,0,-30.457,1000.0,1.08999999999992,1.08999999999992
15187,1,263.750323291941,2017-10-27 15:21:09.568000,0.501923912000788,15888.8049999993,0,-31.097,1000.0,1.08999999999992,1.08999999999992
15188,1,263.795049732345,2017-10-27 15:21:09.612000,0.456107578667458,15889.8949999993,0,-31.525,1000.0,1.08999999999992,1.08999999999992
15189,1,263.795134334384,2017-10-27 15:21:09.612000,0.410249212000795,15890.9859999993,0,-31.525,1000.0,1.09099999999992,1.08999999999992
15190,1,263.807635687529,2017-10-27 15:21:09.625000,0.364390845334131,15892.0769999993,0,-31.525,1000.0,1.09099999999992,1.09099999999992
15191,1,263.820509094597,2017-10-27 15:21:09.639000,0.318532478667468,15893.1679999993,0,-31.525,1000.0,1.09099999999992,1.09099999999992
15192,1,263.864924433556,2017-10-27 15:21:09.683000,0.271920594667471,15894.2589999993,0,-32.043,1000.0,1.09099999999992,1.09099999999992
15193,1,263.864971732679,2017-10-27 15:21:09.683000,0.225308710667475,15895.3499999993,0,-32.043,1000.0,1.09099999999992,1.09099999999992
15194,1,263.877666914703,2017-10-27 15:21:09.696000,0.177896760000811,15896.4409999993,0,-32.593,1000.0,1.09099999999992,1.09099999999992
15195,1,263.890695628683,2017-10-27 15:21:09.709000,0.129197429334148,15897.5319999993,0,-33.478,1000.0,1.09099999999992,1.09099999999992
15196,1,263.935100240006,2017-10-27 15:21:09.753000,0.0721075813341525,15898.6229999993,0,-39.246,1000.0,1.09099999999992,1.09099999999992
15197,1,263.935148514369,2017-10-27 15:21:09.753000,0.0150177333341566,15899.7139999993,0,-39.246,1000.0,1.09099999999992,1.09099999999992
15198,1,263.947848328781,2017-10-27 15:21:09.766000,-0.044913078665839,15900.8049999993,0,-41.199,1000.0,1.09099999999992,1.09099999999992
15199,1,263.960882406579,2017-10-27 15:21:09.779000,-0.108439826665834,15901.8959999993,0,-43.671,1000.0,1.09099999999992,1.09099999999992
15200,1,264.006014790484,2017-10-27 15:21:09.824000,-0.183355394665829,15902.9879999993,0,-51.453,1000.0,1.09199999999992,1.09099999999992
15201,1,264.006090859176,2017-10-27 15:21:09.824000,-0.258270962665823,15904.0799999993,0,-51.453,1000.0,1.09199999999992,1.09199999999992
15202,1,264.019038628267,2017-10-27 15:21:09.837000,-0.336429042665818,15905.1719999993,0,-53.68,1000.0,1.09199999999992,1.09199999999992
15203,1,264.032072706066,2017-10-27 15:21:09.850000,-0.416986610665812,15906.2639999993,0,-55.328,1000.0,1.09199999999992,1.09199999999992
15204,1,264.076585568989,2017-10-27 15:21:09.894000,-0.503055138665806,15907.3559999993,0,-59.113,1000.0,1.09199999999992,1.09199999999992
15205,1,264.07663823193,2017-10-27 15:21:09.894000,-0.589123666665799,15908.4479999993,0,-59.113,1000.0,1.09199999999992,1.09199999999992
15206,1,264.089224187113,2017-10-27 15:21:09.907000,-0.675725090665793,15909.5399999993,0,-59.479,1000.0,1.09199999999992,1.09199999999992
15207,1,264.102262653491,2017-10-27 15:21:09.920000,-0.762326514665787,15910.6319999993,0,-59.479,1000.0,1.09199999999992,1.09199999999992
15208,1,264.146717489655,2017-10-27 15:21:09.964000,-0.847949506665781,15911.7239999993,0,-58.807,1000.0,1.09199999999992,1.09199999999992
15209,1,264.146762350679,2017-10-27 15:21:09.964000,-0.933572498665775,15912.8159999993,0,-58.807,1000.0,1.09199999999992,1.09199999999992
15210,1,264.159410965009,2017-10-27 15:21:09.977000,-1.01839614666577,15913.9079999993,0,-58.258,1000.0,1.09199999999992,1.09199999999992
15211,1,264.172445286618,2017-10-27 15:21:09.990000,-1.10236332133243,15915.0009999993,0,-57.617,1000.0,1.09299999999992,1.09199999999992
15212,1,264.217173921312,2017-10-27 15:21:10.035000,-1.18099374133242,15916.0939999993,0,-53.955,1000.0,1.09299999999992,1.09299999999992
15213,1,264.217222927104,2017-10-27 15:21:10.035000,-1.25962416133242,15917.1869999993,0,-53.955,1000.0,1.09299999999992,1.09299999999992
15214,1,264.229723792629,2017-10-27 15:21:10.048000,-1.33634255999908,15918.2799999993,0,-52.643,1000.0,1.09299999999992,1.09299999999992
15215,1,264.242633527374,2017-10-27 15:21:10.061000,-1.41110375999907,15919.3729999993,0,-51.3,1000.0,1.09299999999992,1.09299999999992
15216,1,264.287313643895,2017-10-27 15:21:10.105000,-1.47763685599907,15920.4659999993,0,-45.654,1000.0,1.09299999999992,1.09299999999992
15217,1,264.287360455398,2017-10-27 15:21:10.105000,-1.54416995199906,15921.5589999993,0,-45.654,1000.0,1.09299999999992,1.09299999999992
15218,1,264.299861564733,2017-10-27 15:21:10.118000,-1.60870212933239,15922.6519999993,0,-44.281,1000.0,1.09299999999992,1.09299999999992
15219,1,264.312825912897,2017-10-27 15:21:10.131000,-1.67114449066572,15923.7449999993,0,-42.847,1000.0,1.09299999999992,1.09299999999992
15220,1,264.357563080938,2017-10-27 15:21:10.175000,-1.72878348133238,15924.8379999993,0,-39.551,1000.0,1.09299999999992,1.09299999999992
15221,1,264.357613549589,2017-10-27 15:21:10.175000,-1.78642247199905,15925.9309999993,0,-39.551,1000.0,1.09299999999992,1.09299999999992
15222,1,264.370114902734,2017-10-27 15:21:10.188000,-1.84340090933238,15927.0249999993,0,-39.062,1000.0,1.09399999999992,1.09299999999992
15223,1,264.383006351736,2017-10-27 15:21:10.201000,-1.8998017146657,15928.1189999993,0,-38.666,1000.0,1.09399999999992,1.09399999999992
15224,1,264.42768061682,2017-10-27 15:21:10.245000,-1.9560683226657,15929.2129999993,0,-38.574,1000.0,1.09399999999992,1.09399999999992
15225,1,264.427724014984,2017-10-27 15:21:10.245000,-2.0123349306657,15930.3069999993,0,-38.574,1000.0,1.09399999999992,1.09399999999992
15226,1,264.440224636699,2017-10-27 15:21:10.258000,-2.06873573599903,15931.4009999993,0,-38.666,1000.0,1.09399999999992,1.09399999999992
15227,1,264.453193861061,2017-10-27 15:21:10.271000,-2.12522551999902,15932.4949999993,0,-38.727,1000.0,1.09399999999992,1.09399999999992
15228,1,264.497918107177,2017-10-27 15:21:10.315000,-2.18247235199902,15933.5889999993,0,-39.246,1000.0,1.09399999999992,1.09399999999992
15229,1,264.497967600589,2017-10-27 15:21:10.315000,-2.23971918399901,15934.6829999993,0,-39.246,1000.0,1.09399999999992,1.09399999999992
15230,1,264.510468222304,2017-10-27 15:21:10.328000,-2.29741090933234,15935.7769999993,0,-39.551,1000.0,1.09399999999992,1.09399999999992
15231,1,264.523380638958,2017-10-27 15:21:10.341000,-2.355814463999,15936.8709999993,0,-40.039,1000.0,1.09399999999992,1.09399999999992
15232,1,264.568148039427,2017-10-27 15:21:10.385000,-2.417467927999,15937.9649999993,0,-42.267,1000.0,1.09399999999992,1.09399999999992
15233,1,264.568229715747,2017-10-27 15:21:10.385000,-2.479177747999,15939.0599999993,0,-42.267,1000.0,1.09499999999992,1.09399999999992
15234,1,264.580731068892,2017-10-27 15:21:10.399000,-2.54200154799899,15940.1549999993,0,-43.03,1000.0,1.09499999999992,1.09499999999992
15235,1,264.593566441614,2017-10-27 15:21:10.412000,-2.60576120799899,15941.2499999993,0,-43.671,1000.0,1.09499999999992,1.09499999999992
15236,1,264.637996652978,2017-10-27 15:21:10.456000,-2.67183788799898,15942.3449999993,0,-45.258,1000.0,1.09499999999992,1.09499999999992
15237,1,264.638047365439,2017-10-27 15:21:10.456000,-2.73791456799898,15943.4399999993,0,-45.258,1000.0,1.09499999999992,1.09499999999992
15238,1,264.650719385521,2017-10-27 15:21:10.469000,-2.80421316799897,15944.5349999993,0,-45.41,1000.0,1.09499999999992,1.09499999999992
15239,1,264.66375224427,2017-10-27 15:21:10.482000,-2.87064608799897,15945.6299999993,0,-45.502,1000.0,1.09499999999992,1.09499999999992
15240,1,264.708162950841,2017-10-27 15:21:10.526000,-2.93707900799896,15946.7249999993,0,-45.502,1000.0,1.09499999999992,1.09499999999992
15241,1,264.708203910906,2017-10-27 15:21:10.526000,-3.00351192799896,15947.8199999993,0,-45.502,1000.0,1.09499999999992,1.09499999999992
15242,1,264.720904944367,2017-10-27 15:21:10.539000,-3.06994484799895,15948.9149999993,0,-45.502,1000.0,1.09499999999992,1.09499999999992
15243,1,264.733939753596,2017-10-27 15:21:10.552000,-3.13637776799895,15950.0099999993,0,-45.502,1000.0,1.09499999999992,1.09499999999992
15244,1,264.778984609743,2017-10-27 15:21:10.596000,-3.20287135733228,15951.1059999993,0,-45.502,1000.0,1.09599999999992,1.09499999999992
15245,1,264.779032396486,2017-10-27 15:21:10.597000,-3.2693649466656,15952.2019999993,0,-45.502,1000.0,1.09599999999992,1.09599999999992
15246,1,264.791532774391,2017-10-27 15:21:10.609000,-3.33585853599893,15953.2979999993,0,-45.502,1000.0,1.09599999999992,1.09599999999992
15247,1,264.804127506732,2017-10-27 15:21:10.622000,-3.40248510666559,15954.3939999993,0,-45.593,1000.0,1.09599999999992,1.09599999999992
15248,1,264.849951335542,2017-10-27 15:21:10.667000,-3.47169823733226,15955.4899999993,0,-47.363,1000.0,1.09599999999992,1.09599999999992
15249,1,264.850002779433,2017-10-27 15:21:10.667000,-3.54091136799892,15956.5859999993,0,-47.363,1000.0,1.09599999999992,1.09599999999992
15250,1,264.862504132578,2017-10-27 15:21:10.680000,-3.61141777866558,15957.6819999993,0,-48.248,1000.0,1.09599999999992,1.09599999999992
15251,1,264.875316343358,2017-10-27 15:21:10.693000,-3.68361933599891,15958.7779999993,0,-49.408,1000.0,1.09599999999992,1.09599999999992
15252,1,264.920080330489,2017-10-27 15:21:10.737000,-3.7624655759989,15959.8739999992,0,-53.955,1000.0,1.09599999999992,1.09599999999992
15253,1,264.920129580091,2017-10-27 15:21:10.737000,-3.84131181599889,15960.9699999992,0,-53.955,1000.0,1.09599999999992,1.09599999999992
15254,1,264.932630933236,2017-10-27 15:21:10.750000,-3.92225360799889,15962.0659999993,0,-55.389,1000.0,1.09599999999992,1.09599999999992
15255,1,264.945503121254,2017-10-27 15:21:10.763000,-4.00576894933222,15963.1629999992,0,-57.098,1000.0,1.09699999999992,1.09599999999992
15256,1,264.990487512544,2017-10-27 15:21:10.808000,-4.09691794799888,15964.2599999992,0,-62.317,1000.0,1.09699999999992,1.09699999999992
15257,1,264.990546270732,2017-10-27 15:21:10.808000,-4.18806694666554,15965.3569999992,0,-62.317,1000.0,1.09699999999992,1.09699999999992
15258,1,265.003047380067,2017-10-27 15:21:10.821000,-4.28135875199886,15966.4539999992,0,-63.782,1000.0,1.09699999999992,1.09699999999992
15259,1,265.01569014296,2017-10-27 15:21:10.834000,-4.37621268533219,15967.5509999992,0,-64.85,1000.0,1.09699999999992,1.09699999999992
15260,1,265.061695610154,2017-10-27 15:21:10.879000,-4.47566377999885,15968.6479999992,0,-67.993,1000.0,1.09699999999992,1.09699999999992
15261,1,265.061752905483,2017-10-27 15:21:10.879000,-4.57511487466551,15969.7449999992,0,-67.993,1000.0,1.09699999999992,1.09699999999992
15262,1,265.074253527198,2017-10-27 15:21:10.892000,-4.6752358706655,15970.8419999992,0,-68.451,1000.0,1.09699999999992,1.09699999999992
15263,1,265.086880198637,2017-10-27 15:21:10.905000,-4.77593754533216,15971.9389999992,0,-68.848,1000.0,1.09699999999992,1.09699999999992
15264,1,265.132843486716,2017-10-27 15:21:10.950000,-4.87686154533215,15973.0359999992,0,-69.0,1000.0,1.09699999999992,1.09699999999992
15265,1,265.132888591549,2017-10-27 15:21:10.950000,-4.97787754533215,15974.1339999992,0,-69.0,1000.0,1.09799999999992,1.09699999999992
15266,1,265.145389944694,2017-10-27 15:21:10.963000,-5.07889354533214,15975.2319999992,0,-69.0,1000.0,1.09799999999992,1.09799999999992
15267,1,265.158068060024,2017-10-27 15:21:10.976000,-5.17990954533213,15976.3299999992,0,-69.0,1000.0,1.09799999999992,1.09799999999992
15268,1,265.204074746267,2017-10-27 15:21:11.021000,-5.28065763333212,15977.4279999992,0,-68.817,1000.0,1.09799999999992,1.09799999999992
15269,1,265.204114974902,2017-10-27 15:21:11.021000,-5.38140572133212,15978.5259999992,0,-68.817,1000.0,1.09799999999992,1.09799999999992
15270,1,265.216616328047,2017-10-27 15:21:11.034000,-5.48184197733211,15979.6239999992,0,-68.604,1000.0,1.09799999999992,1.09799999999992
15271,1,265.22925835951,2017-10-27 15:21:11.047000,-5.5818302493321,15980.7219999992,0,-68.298,1000.0,1.09799999999992,1.09799999999992
15272,1,265.275249198109,2017-10-27 15:21:11.092000,-5.6781102093321,15981.8199999992,0,-65.765,1000.0,1.09799999999992,1.09799999999992
15273,1,265.275296009612,2017-10-27 15:21:11.092000,-5.77439016933209,15982.9179999992,0,-65.765,1000.0,1.09799999999992,1.09799999999992
15274,1,265.287797362757,2017-10-27 15:21:11.105000,-5.86924126533208,15984.0159999992,0,-64.789,1000.0,1.09799999999992,1.09799999999992
15275,1,265.300448171377,2017-10-27 15:21:11.118000,-5.96252880933207,15985.1139999992,0,-63.721,1000.0,1.09799999999992,1.09799999999992
15276,1,265.347317700892,2017-10-27 15:21:11.165000,-6.04861128133207,15986.2129999992,0,-58.746,1000.0,1.09899999999992,1.09799999999992
15277,1,265.347386211477,2017-10-27 15:21:11.165000,-6.13469375333206,15987.3119999992,0,-58.746,1000.0,1.09899999999992,1.09899999999992
15278,1,265.359887320812,2017-10-27 15:21:11.178000,-6.21898851866539,15988.4109999992,0,-57.526,1000.0,1.09899999999992,1.09899999999992
15279,1,265.372639554355,2017-10-27 15:21:11.191000,-6.30158349733205,15989.5099999992,0,-56.366,1000.0,1.09899999999992,1.09899999999992
15280,1,265.419700474649,2017-10-27 15:21:11.237000,-6.37890181066538,15990.6089999992,0,-52.765,1000.0,1.09899999999992,1.09899999999992
15281,1,265.41975191854,2017-10-27 15:21:11.238000,-6.45622012399871,15991.7079999992,0,-52.765,1000.0,1.09899999999992,1.09899999999992
15282,1,265.432253271685,2017-10-27 15:21:11.250000,-6.53255519866537,15992.8069999992,0,-52.094,1000.0,1.09899999999992,1.09899999999992
15283,1,265.444832400192,2017-10-27 15:21:11.263000,-6.60795099466536,15993.9059999992,0,-51.453,1000.0,1.09899999999992,1.09899999999992
15284,1,265.490861760756,2017-10-27 15:21:11.308000,-6.68102130666535,15995.0049999992,0,-49.866,1000.0,1.09899999999992,1.09899999999992
15285,1,265.490909791308,2017-10-27 15:21:11.308000,-6.75409161866535,15996.1039999992,0,-49.866,1000.0,1.09899999999992,1.09899999999992
15286,1,265.503411144453,2017-10-27 15:21:11.321000,-6.82649080799868,15997.2029999992,0,-49.408,1000.0,1.09899999999992,1.09899999999992
15287,1,265.516020993009,2017-10-27 15:21:11.334000,-6.89828414133201,15998.3029999992,0,-48.95,1000.0,1.09999999999992,1.09899999999992
15288,1,265.562013294467,2017-10-27 15:21:11.379000,-6.966497341332,15999.4029999992,0,-46.509,1000.0,1.09999999999992,1.09999999999992
15289,1,265.562062056449,2017-10-27 15:21:11.379000,-7.034710541332,16000.5029999992,0,-46.509,1000.0,1.09999999999992,1.09999999999992
15290,1,265.574563409594,2017-10-27 15:21:11.392000,-7.10166974133199,16001.6029999992,0,-45.654,1000.0,1.09999999999992,1.09999999999992
15291,1,265.587210804875,2017-10-27 15:21:11.405000,-7.16692907466532,16002.7029999992,0,-44.495,1000.0,1.09999999999992,1.09999999999992
15292,1,265.633286245513,2017-10-27 15:21:11.451000,-7.22462334133198,16003.8029999992,0,-39.337,1000.0,1.09999999999992,1.09999999999992
15293,1,265.633341346552,2017-10-27 15:21:11.451000,-7.28231760799864,16004.9029999992,0,-39.337,1000.0,1.09999999999992,1.09999999999992
15294,1,265.646368841484,2017-10-27 15:21:11.464000,-7.33759480799864,16006.0029999992,0,-37.689,1000.0,1.09999999999992,1.09999999999992
15295,1,265.659402675472,2017-10-27 15:21:11.477000,-7.38947080799864,16007.1029999993,0,-35.37,1000.0,1.09999999999992,1.09999999999992
15296,1,265.704482152627,2017-10-27 15:21:11.523000,-7.42935094133197,16008.2029999993,0,-27.191,1000.0,1.09999999999992,1.09999999999992
15297,1,265.70452798889,2017-10-27 15:21:11.523000,-7.4692310746653,16009.3029999993,0,-27.191,1000.0,1.09999999999992,1.09999999999992
15298,1,265.71755865335,2017-10-27 15:21:11.536000,-7.5043089346653,16010.4039999993,0,-23.895,1000.0,1.10099999999992,1.09999999999992
15299,1,265.730592243529,2017-10-27 15:21:11.549000,-7.53531015866529,16011.5049999993,0,-21.118,1000.0,1.10099999999992,1.10099999999992
15300,1,265.775916018214,2017-10-27 15:21:11.594000,-7.55143760666529,16012.6059999993,0,-10.986,1000.0,1.10099999999992,1.10099999999992
15301,1,265.775965511625,2017-10-27 15:21:11.594000,-7.56756505466529,16013.7069999993,0,-10.986,1000.0,1.10099999999992,1.10099999999992
15302,1,265.788747246167,2017-10-27 15:21:11.607000,-7.57952631866529,16014.8079999993,0,-8.148,1000.0,1.10099999999992,1.10099999999992
15303,1,265.801781567776,2017-10-27 15:21:11.620000,-7.58799374266529,16015.9089999993,0,-5.768,1000.0,1.10099999999992,1.10099999999992
15304,1,265.847039269975,2017-10-27 15:21:11.665000,-7.58382609066529,16017.0099999993,0,2.839,1000.0,1.10099999999992,1.10099999999992
15305,1,265.847084374808,2017-10-27 15:21:11.665000,-7.57965843866529,16018.1109999993,0,2.839,1000.0,1.10099999999992,1.10099999999992
15306,1,265.859936326604,2017-10-27 15:21:11.678000,-7.57217457466529,16019.2119999993,0,5.098,1000.0,1.10099999999992,1.10099999999992
15307,1,265.872975524411,2017-10-27 15:21:11.691000,-7.56097226666529,16020.3129999993,0,7.631,1000.0,1.10099999999992,1.10099999999992
15308,1,265.918274918104,2017-10-27 15:21:11.736000,-7.53906236666529,16021.4139999993,0,14.925,1000.0,1.10099999999992,1.10099999999992
15309,1,265.918356350614,2017-10-27 15:21:11.736000,-7.5171325666653,16022.5159999993,0,14.925,1000.0,1.10199999999992,1.10099999999992
15310,1,265.93112711371,2017-10-27 15:21:11.749000,-7.49201872133196,16023.6179999993,0,17.092,1000.0,1.10199999999992,1.10199999999992
15311,1,265.944160703889,2017-10-27 15:21:11.762000,-7.46452896399863,16024.7199999993,0,18.709,1000.0,1.10199999999992,1.10199999999992
15312,1,265.989401095584,2017-10-27 15:21:11.807000,-7.42919149733197,16025.8219999993,0,24.05,1000.0,1.10199999999992,1.10199999999992
15313,1,265.989462779491,2017-10-27 15:21:11.807000,-7.39385403066531,16026.9239999993,0,24.05,1000.0,1.10199999999992,1.10199999999992
15314,1,266.002316437957,2017-10-27 15:21:11.820000,-7.35681213733198,16028.0259999993,0,25.21,1000.0,1.10199999999992,1.10199999999992
15315,1,266.015350515755,2017-10-27 15:21:11.833000,-7.31793210799864,16029.1279999993,0,26.461,1000.0,1.10199999999992,1.10199999999992
15316,1,266.060746701983,2017-10-27 15:21:11.878000,-7.27483656133198,16030.2299999993,0,29.33,1000.0,1.10199999999992,1.10199999999992
15317,1,266.060838862129,2017-10-27 15:21:11.878000,-7.23174101466532,16031.3319999993,0,29.33,1000.0,1.10199999999992,1.10199999999992
15318,1,266.073506249823,2017-10-27 15:21:11.891000,-7.18797251333199,16032.4339999993,0,29.788,1000.0,1.10199999999992,1.10199999999992
15319,1,266.086539596192,2017-10-27 15:21:11.905000,-7.14339734799866,16033.5359999993,0,30.337,1000.0,1.10199999999992,1.10199999999992
15320,1,266.133550291645,2017-10-27 15:21:11.951000,-7.09577421999866,16034.6389999993,0,32.382,1000.0,1.10299999999992,1.10199999999992
15321,1,266.13361953366,2017-10-27 15:21:11.951000,-7.04815109199867,16035.7419999993,0,32.382,1000.0,1.10299999999992,1.10299999999992
15322,1,266.146120886805,2017-10-27 15:21:11.964000,-6.99972056799867,16036.8449999993,0,32.931,1000.0,1.10299999999992,1.10299999999992
15323,1,266.15873146679,2017-10-27 15:21:11.977000,-6.95007821466534,16037.9479999993,0,33.755,1000.0,1.10299999999992,1.10299999999992
15324,1,266.206008890285,2017-10-27 15:21:12.024000,-6.89446495466534,16039.0509999993,0,37.815,1000.0,1.10299999999992,1.10299999999992
15325,1,266.206060577985,2017-10-27 15:21:12.024000,-6.83885169466535,16040.1539999993,0,37.815,1000.0,1.10299999999992,1.10299999999992
15326,1,266.218892537369,2017-10-27 15:21:12.037000,-6.78099419733202,16041.2569999993,0,39.341,1000.0,1.10299999999992,1.10299999999992
15327,1,266.231926127548,2017-10-27 15:21:12.050000,-6.72111747466536,16042.3599999993,0,40.714,1000.0,1.10299999999992,1.10299999999992
15328,1,266.277265018447,2017-10-27 15:21:12.095000,-6.65262264533203,16043.4629999993,0,46.574,1000.0,1.10299999999992,1.10299999999992
15329,1,266.277315243288,2017-10-27 15:21:12.095000,-6.5841278159987,16044.5659999993,0,46.574,1000.0,1.10299999999992,1.10299999999992
15330,1,266.290081373996,2017-10-27 15:21:12.108000,-6.5131652079987,16045.6689999993,0,48.252,1000.0,1.10299999999992,1.10299999999992
15331,1,266.303116914654,2017-10-27 15:21:12.121000,-6.43935323999871,16046.7729999993,0,50.144,1000.0,1.10399999999992,1.10299999999992
15332,1,266.349691921797,2017-10-27 15:21:12.167000,-6.35628680799872,16047.8769999993,0,56.431,1000.0,1.10399999999992,1.10399999999992
15333,1,266.349749704746,2017-10-27 15:21:12.167000,-6.27322037599872,16048.9809999993,0,56.431,1000.0,1.10399999999992,1.10399999999992
15334,1,266.362273000783,2017-10-27 15:21:12.180000,-6.18790767199873,16050.0849999993,0,57.957,1000.0,1.10399999999992,1.10399999999992
15335,1,266.375307566202,2017-10-27 15:21:12.193000,-6.10007931999873,16051.1889999993,0,59.666,1000.0,1.10399999999992,1.10399999999992
15336,1,266.421886474304,2017-10-27 15:21:12.239000,-6.00420943199874,16052.2929999993,0,65.129,1000.0,1.10399999999992,1.10399999999992
15337,1,266.421939381054,2017-10-27 15:21:12.239000,-5.90833954399875,16053.3969999993,0,65.129,1000.0,1.10399999999992,1.10399999999992
15338,1,266.43446584662,2017-10-27 15:21:12.252000,-5.81053691999876,16054.5009999993,0,66.442,1000.0,1.10399999999992,1.10399999999992
15339,1,266.447500655849,2017-10-27 15:21:12.265000,-5.71071323999876,16055.6049999993,0,67.815,1000.0,1.10399999999992,1.10399999999992
15340,1,266.494124668784,2017-10-27 15:21:12.312000,-5.60581263199877,16056.7089999993,0,71.264,1000.0,1.10399999999992,1.10399999999992
15341,1,266.494176600295,2017-10-27 15:21:12.312000,-5.50091202399878,16057.8129999992,0,71.264,1000.0,1.10399999999992,1.10399999999992
15342,1,266.50667770963,2017-10-27 15:21:12.325000,-5.39497199066545,16058.9179999993,0,71.905,1000.0,1.10499999999992,1.10399999999992
15343,1,266.519692282636,2017-10-27 15:21:12.338000,-5.28813322399879,16060.0229999992,0,72.515,1000.0,1.10499999999992,1.10499999999992
15344,1,266.566249979276,2017-10-27 15:21:12.384000,-5.17841703733213,16061.1279999992,0,74.468,1000.0,1.10499999999992,1.10499999999992
15345,1,266.566297766019,2017-10-27 15:21:12.384000,-5.06870085066548,16062.2329999992,0,74.468,1000.0,1.10499999999992,1.10499999999992
15346,1,266.578849587815,2017-10-27 15:21:12.397000,-4.95822000399882,16063.3379999992,0,74.987,1000.0,1.10499999999992,1.10499999999992
15347,1,266.591883909424,2017-10-27 15:21:12.410000,-4.84701869733216,16064.4429999992,0,75.476,1000.0,1.10499999999992,1.10499999999992
15348,1,266.638455503229,2017-10-27 15:21:12.456000,-4.73338933733217,16065.5479999992,0,77.124,1000.0,1.10499999999992,1.10499999999992
15349,1,266.638508166169,2017-10-27 15:21:12.456000,-4.61975997733217,16066.6529999992,0,77.124,1000.0,1.10499999999992,1.10499999999992
15350,1,266.651041702222,2017-10-27 15:21:12.469000,-4.50563705066552,16067.7579999992,0,77.459,1000.0,1.10499999999992,1.10499999999992
15351,1,266.664076511451,2017-10-27 15:21:12.482000,-4.39110895733219,16068.8629999992,0,77.734,1000.0,1.10499999999992,1.10499999999992
15352,1,266.710583983249,2017-10-27 15:21:12.528000,-4.27581620399887,16069.9679999992,0,78.253,1000.0,1.10499999999992,1.10499999999992
15353,1,266.710669316718,2017-10-27 15:21:12.528000,-4.16041911333221,16071.0739999992,0,78.253,1000.0,1.10599999999992,1.10499999999992
15354,1,266.723235035679,2017-10-27 15:21:12.541000,-4.04470791866555,16072.1799999992,0,78.466,1000.0,1.10599999999992,1.10599999999992
15355,1,266.736268625858,2017-10-27 15:21:12.554000,-3.92868114533223,16073.2859999992,0,78.68,1000.0,1.10599999999992,1.10599999999992
15356,1,266.783111092473,2017-10-27 15:21:12.600000,-3.80882908666557,16074.3919999992,0,81.274,1000.0,1.10599999999992,1.10599999999992
15357,1,266.783160342075,2017-10-27 15:21:12.600000,-3.68897702799891,16075.4979999992,0,81.274,1000.0,1.10599999999992,1.10599999999992
