step,run,clock_begin,time,x,y,collision,wheelpos,throttlepos,velocity,chosenvel
2388,1,41.2589080826886,2017-10-27 15:17:27.076000,0.0763158413330832,3144.24599999997,0,-23.59,1000.0,1.13899999999997,1.13899999999997
2389,1,41.2589605018193,2017-10-27 15:17:27.076000,0.0404904946664174,3145.38499999997,0,-23.59,1000.0,1.13899999999997,1.13899999999997
2390,1,41.2714616111544,2017-10-27 15:17:27.089000,-0.000561665333581686,3146.52499999997,0,-27.008,1000.0,1.13999999999997,1.13899999999997
2391,1,41.284306004843,2017-10-27 15:17:27.102000,-0.0470873453335806,3147.66499999997,0,-30.609,1000.0,1.13999999999997,1.13999999999997
2392,1,41.3290909596261,2017-10-27 15:17:27.146000,-0.112492945333579,3148.80499999997,0,-43.03,1000.0,1.13999999999997,1.13999999999997
2393,1,41.329148254955,2017-10-27 15:17:27.146000,-0.177898545333578,3149.94499999997,0,-43.03,1000.0,1.13999999999997,1.13999999999997
2394,1,41.3416496081,2017-10-27 15:17:27.159000,-0.247339745333576,3151.08499999996,0,-45.685,1000.0,1.13999999999997,1.13999999999997
2395,1,41.354492782739,2017-10-27 15:17:27.172000,-0.320862145333574,3152.22499999996,0,-48.37,1000.0,1.13999999999997,1.13999999999997
2396,1,41.3993528309744,2017-10-27 15:17:27.217000,-0.403522785333572,3153.36499999996,0,-54.382,1000.0,1.13999999999997,1.13999999999997
2397,1,41.3994120767826,2017-10-27 15:17:27.217000,-0.48618342533357,3154.50499999996,0,-54.382,1000.0,1.13999999999997,1.13999999999997
2398,1,41.4119134299276,2017-10-27 15:17:27.230000,-0.570374705333568,3155.64499999996,0,-55.389,1000.0,1.13999999999997,1.13999999999997
2399,1,41.424679560635,2017-10-27 15:17:27.243000,-0.656003905333566,3156.78499999996,0,-56.335,1000.0,1.13999999999997,1.13999999999997
2400,1,41.4705055837346,2017-10-27 15:17:27.288000,-0.743952625333564,3157.92499999996,0,-57.861,1000.0,1.13999999999997,1.13999999999997
2401,1,41.4705989629302,2017-10-27 15:17:27.288000,-0.831978493333562,3159.06599999996,0,-57.861,1000.0,1.14099999999997,1.13999999999997
2402,1,41.4831003160752,2017-10-27 15:17:27.301000,-0.920144324000226,3160.20699999996,0,-57.953,1000.0,1.14099999999997,1.14099999999997
2403,1,41.4958683972619,2017-10-27 15:17:27.314000,-1.00840295600022,3161.34799999996,0,-58.014,1000.0,1.14099999999997,1.14099999999997
2404,1,41.5420233199303,2017-10-27 15:17:27.360000,-1.09666158800022,3162.48899999996,0,-58.014,1000.0,1.14099999999997,1.14099999999997
2405,1,41.5420801276394,2017-10-27 15:17:27.360000,-1.18492022000022,3163.62999999996,0,-58.014,1000.0,1.14099999999997,1.14099999999997
2406,1,41.5550274091101,2017-10-27 15:17:27.373000,-1.27336445466688,3164.77099999996,0,-58.136,1000.0,1.14099999999997,1.14099999999997
2407,1,41.568061243099,2017-10-27 15:17:27.386000,-1.36199429200022,3165.91199999996,0,-58.258,1000.0,1.14099999999997,1.14099999999997
2408,1,41.6131373069147,2017-10-27 15:17:27.431000,-1.45368809466688,3167.05299999996,0,-60.272,1000.0,1.14099999999997,1.14099999999997
2409,1,41.6131931393842,2017-10-27 15:17:27.431000,-1.54538189733354,3168.19399999996,0,-60.272,1000.0,1.14099999999997,1.14099999999997
2410,1,41.6262155143073,2017-10-27 15:17:27.444000,-1.63837644000021,3169.33499999997,0,-61.127,1000.0,1.14099999999997,1.14099999999997
2411,1,41.6392512987754,2017-10-27 15:17:27.457000,-1.73331013866687,3170.47699999996,0,-62.347,1000.0,1.14199999999997,1.14099999999997
2412,1,41.6840004135016,2017-10-27 15:17:27.501000,-1.8355404560002,3171.61899999996,0,-67.139,1000.0,1.14199999999997,1.14199999999997
2413,1,41.6840521012026,2017-10-27 15:17:27.501000,-1.93777077333354,3172.76099999996,0,-67.139,1000.0,1.14199999999997,1.14199999999997
2414,1,41.6965534543476,2017-10-27 15:17:27.514000,-2.0426490080002,3173.90299999996,0,-68.878,1000.0,1.14199999999997,1.14199999999997
2415,1,41.7094371014318,2017-10-27 15:17:27.527000,-2.1498051520002,3175.04499999996,0,-70.374,1000.0,1.14199999999997,1.14199999999997
2416,1,41.7542374162391,2017-10-27 15:17:27.572000,-2.26527810133353,3176.18699999996,0,-75.836,1000.0,1.14199999999997,1.14199999999997
2417,1,41.7543010506257,2017-10-27 15:17:27.572000,-2.38075105066686,3177.32899999996,0,-75.836,1000.0,1.14199999999997,1.14199999999997
2418,1,41.7668024037707,2017-10-27 15:17:27.585000,-2.49845470666686,3178.47099999996,0,-77.301,1000.0,1.14199999999997,1.14199999999997
2419,1,41.7796250983773,2017-10-27 15:17:27.598000,-2.61801753866685,3179.61299999996,0,-78.522,1000.0,1.14199999999997,1.14199999999997
2420,1,41.8244600341919,2017-10-27 15:17:27.642000,-2.74153016800018,3180.75499999996,0,-81.116,1000.0,1.14199999999997,1.14199999999997
2421,1,41.8245212304794,2017-10-27 15:17:27.642000,-2.86504279733351,3181.89699999996,0,-81.116,1000.0,1.14199999999997,1.14199999999997
2422,1,41.8370223398145,2017-10-27 15:17:27.655000,-2.98870930133351,3183.03999999996,0,-81.146,1000.0,1.14299999999997,1.14199999999997
2423,1,41.8498118762733,2017-10-27 15:17:27.668000,-3.11237580533351,3184.18299999996,0,-81.146,1000.0,1.14299999999997,1.14299999999997
2424,1,41.8956113240926,2017-10-27 15:17:27.713000,-3.2324609093335,3185.32599999996,0,-78.796,1000.0,1.14299999999997,1.14299999999997
2425,1,41.8956683756116,2017-10-27 15:17:27.713000,-3.3525460133335,3186.46899999996,0,-78.796,1000.0,1.14299999999997,1.14299999999997
2426,1,41.9081697287566,2017-10-27 15:17:27.726000,-3.4707245933335,3187.61199999996,0,-77.545,1000.0,1.14299999999997,1.14299999999997
2427,1,41.9210002252804,2017-10-27 15:17:27.739000,-3.5861127293335,3188.75499999996,0,-75.714,1000.0,1.14299999999997,1.14299999999997
2428,1,41.9658258963184,2017-10-27 15:17:27.783000,-3.68843256533349,3189.89799999996,0,-67.139,1000.0,1.14299999999997,1.14299999999997
2429,1,41.9658836792671,2017-10-27 15:17:27.783000,-3.79075240133349,3191.04099999996,0,-67.139,1000.0,1.14299999999997,1.14299999999997
2430,1,41.9783850324121,2017-10-27 15:17:27.796000,-3.88758431333349,3192.18399999996,0,-63.538,1000.0,1.14299999999997,1.14299999999997
2431,1,41.9911870031764,2017-10-27 15:17:27.809000,-3.97925291333349,3193.32699999996,0,-60.15,1000.0,1.14299999999997,1.14299999999997
2432,1,42.037389956397,2017-10-27 15:17:27.855000,-4.04800578800015,3194.47099999996,0,-45.074,1000.0,1.14399999999997,1.14299999999997
2433,1,42.03746334318,2017-10-27 15:17:27.855000,-4.11675866266682,3195.61499999996,0,-45.074,1000.0,1.14399999999997,1.14399999999997
2434,1,42.050344795975,2017-10-27 15:17:27.868000,-4.17676070000015,3196.75899999996,0,-39.337,1000.0,1.14399999999997,1.14399999999997
2435,1,42.0633791175837,2017-10-27 15:17:27.881000,-4.22866321733348,3197.90299999996,0,-34.027,1000.0,1.14399999999997,1.14399999999997
2436,1,42.1079019767132,2017-10-27 15:17:27.925000,-4.25258959600015,3199.04699999996,0,-15.686,1000.0,1.14399999999997,1.14399999999997
2437,1,42.1079621977611,2017-10-27 15:17:27.925000,-4.27651597466681,3200.19099999996,0,-15.686,1000.0,1.14399999999997,1.14399999999997
2438,1,42.1205320614908,2017-10-27 15:17:27.939000,-4.29155118533348,3201.33499999996,0,-9.857,1000.0,1.14399999999997,1.14399999999997
2439,1,42.1335658954797,2017-10-27 15:17:27.952000,-4.29918547866681,3202.47899999996,0,-5.005,1000.0,1.14399999999997,1.14399999999997
2440,1,42.1780904612786,2017-10-27 15:17:27.996000,-4.28307643333348,3203.62299999996,0,10.561,1000.0,1.14399999999997,1.14399999999997
2441,1,42.178143611839,2017-10-27 15:17:27.996000,-4.26696738800015,3204.76699999996,0,10.561,1000.0,1.14399999999997,1.14399999999997
2442,1,42.1907178641472,2017-10-27 15:17:28.009000,-4.24434211866681,3205.91099999996,0,14.833,1000.0,1.14399999999997,1.14399999999997
2443,1,42.203754623855,2017-10-27 15:17:28.022000,-4.21694455866682,3207.05599999996,0,17.946,1000.0,1.14499999999997,1.14399999999997
2444,1,42.2483101535125,2017-10-27 15:17:28.066000,-4.17747869866682,3208.20099999996,0,25.851,1000.0,1.14499999999997,1.14499999999997
2445,1,42.2483664736017,2017-10-27 15:17:28.066000,-4.13764033200015,3209.34599999996,0,26.095,1000.0,1.14499999999997,1.14499999999997
2446,1,42.2609061049026,2017-10-27 15:17:28.079000,-4.09631041200015,3210.49099999996,0,27.072,1000.0,1.14499999999997,1.14499999999997
2447,1,42.2739392074618,2017-10-27 15:17:28.092000,-4.05395609866682,3211.63599999996,0,27.743,1000.0,1.14499999999997,1.14499999999997
2448,1,42.3184428056084,2017-10-27 15:17:28.136000,-4.01225367200015,3212.78099999996,0,27.316,1000.0,1.14499999999997,1.14499999999997
2449,1,42.3185005885571,2017-10-27 15:17:28.136000,-3.97055124533349,3213.92599999996,0,27.316,1000.0,1.14499999999997,1.14499999999997
2450,1,42.3310921513689,2017-10-27 15:17:28.149000,-3.92992053866682,3215.07099999996,0,26.614,1000.0,1.14499999999997,1.14499999999997
2451,1,42.3441269605974,2017-10-27 15:17:28.162000,-3.89054780533349,3216.21599999996,0,25.79,1000.0,1.14499999999997,1.14499999999997
2452,1,42.3886607911729,2017-10-27 15:17:28.206000,-3.85671992533349,3217.36099999996,0,22.158,1000.0,1.14499999999997,1.14499999999997
2453,1,42.3887558770379,2017-10-27 15:17:28.206000,-3.82286250133349,3218.50699999996,0,22.158,1000.0,1.14599999999997,1.14499999999997
2454,1,42.4012794168847,2017-10-27 15:17:28.219000,-3.79045056533349,3219.65299999996,0,21.212,1000.0,1.14599999999997,1.14599999999997
2455,1,42.4143130070637,2017-10-27 15:17:28.232000,-3.75939090933349,3220.79899999996,0,20.327,1000.0,1.14599999999997,1.14599999999997
2456,1,42.459167691481,2017-10-27 15:17:28.276000,-3.73178300533349,3221.94499999996,0,18.068,1000.0,1.14599999999997,1.14599999999997
2457,1,42.4592264496693,2017-10-27 15:17:28.276000,-3.7041751013335,3223.09099999996,0,18.068,1000.0,1.14599999999997,1.14599999999997
2458,1,42.4717278028144,2017-10-27 15:17:28.289000,-3.6770790773335,3224.23699999996,0,17.733,1000.0,1.14599999999997,1.14599999999997
2459,1,42.4845000287696,2017-10-27 15:17:28.302000,-3.6504964613335,3225.38299999996,0,17.397,1000.0,1.14599999999997,1.14599999999997
2460,1,42.5302494955573,2017-10-27 15:17:28.348000,-3.6243798853335,3226.52899999996,0,17.092,1000.0,1.14599999999997,1.14599999999997
2461,1,42.5303050842168,2017-10-27 15:17:28.348000,-3.5982633093335,3227.67499999996,0,17.092,1000.0,1.14599999999997,1.14599999999997
2462,1,42.5428061935519,2017-10-27 15:17:28.361000,-3.5721467333335,3228.82099999996,0,17.092,1000.0,1.14599999999997,1.14599999999997
2463,1,42.5556893530163,2017-10-27 15:17:28.374000,-3.5460301573335,3229.96699999996,0,17.092,1000.0,1.14599999999997,1.14599999999997
2464,1,42.6011204040613,2017-10-27 15:17:28.419000,-3.5199840813335,3231.11399999996,0,17.031,1000.0,1.14699999999997,1.14599999999997
2465,1,42.6011811127289,2017-10-27 15:17:28.419000,-3.4939380053335,3232.26099999996,0,17.031,1000.0,1.14699999999997,1.14699999999997
2466,1,42.613845087084,2017-10-27 15:17:28.432000,-3.4678919293335,3233.40799999996,0,17.031,1000.0,1.14699999999997,1.14699999999997
2467,1,42.6268784334531,2017-10-27 15:17:28.445000,-3.4420798413335,3234.55499999996,0,16.878,1000.0,1.14699999999997,1.14699999999997
2468,1,42.6726466736039,2017-10-27 15:17:28.490000,-3.41822835866684,3235.70199999996,0,15.596,1000.0,1.14699999999997,1.14699999999997
2469,1,42.6727044565526,2017-10-27 15:17:28.490000,-3.39437687600017,3236.84899999996,0,15.596,1000.0,1.14699999999997,1.14699999999997
2470,1,42.6852055658877,2017-10-27 15:17:28.503000,-3.37150416666684,3237.99599999996,0,14.956,1000.0,1.14699999999997,1.14699999999997
2471,1,42.6980687329394,2017-10-27 15:17:28.516000,-3.34975245866684,3239.14299999996,0,14.223,1000.0,1.14699999999997,1.14699999999997
2472,1,42.7428788001432,2017-10-27 15:17:28.560000,-3.33346200000017,3240.28999999996,0,10.652,1000.0,1.14699999999997,1.14699999999997
2473,1,42.7429329259432,2017-10-27 15:17:28.560000,-3.3171715413335,3241.43699999996,0,10.652,1000.0,1.14699999999997,1.14699999999997
2474,1,42.7554342790882,2017-10-27 15:17:28.573000,-3.3024541813335,3242.58499999996,0,9.615,1000.0,1.14799999999997,1.14699999999997
2475,1,42.7682547794057,2017-10-27 15:17:28.586000,-3.28918483200017,3243.73299999996,0,8.669,1000.0,1.14799999999997,1.14799999999997
2476,1,42.8140647110511,2017-10-27 15:17:28.631000,-3.28058707733351,3244.88099999996,0,5.617,1000.0,1.14799999999997,1.14799999999997
2477,1,42.8141341968755,2017-10-27 15:17:28.631000,-3.27198932266684,3246.02899999996,0,5.617,1000.0,1.14799999999997,1.14799999999997
2478,1,42.8266355500205,2017-10-27 15:17:28.644000,-3.26427935466684,3247.17699999996,0,5.037,1000.0,1.14799999999997,1.14799999999997
2479,1,42.8394445912722,2017-10-27 15:17:28.657000,-3.25727043200017,3248.32499999996,0,4.579,1000.0,1.14799999999997,1.14799999999997
2480,1,42.8843107347553,2017-10-27 15:17:28.702000,-3.25129011733351,3249.47299999996,0,3.907,1000.0,1.14799999999997,1.14799999999997
2481,1,42.8843672986545,2017-10-27 15:17:28.702000,-3.24530980266684,3250.62099999996,0,3.907,1000.0,1.14799999999997,1.14799999999997
2482,1,42.8968686517995,2017-10-27 15:17:28.715000,-3.23932948800017,3251.76899999996,0,3.907,1000.0,1.14799999999997,1.14799999999997
2483,1,42.9096308815484,2017-10-27 15:17:28.728000,-3.23334917333351,3252.91699999996,0,3.907,1000.0,1.14799999999997,1.14799999999997
2484,1,42.9555159066462,2017-10-27 15:17:28.773000,-3.22736885866684,3254.06499999996,0,3.907,1000.0,1.14799999999997,1.14799999999997
2485,1,42.9556156248994,2017-10-27 15:17:28.773000,-3.22138333466684,3255.21399999996,0,3.907,1000.0,1.14899999999997,1.14799999999997
2486,1,42.9681169780444,2017-10-27 15:17:28.786000,-3.21539781066684,3256.36299999996,0,3.907,1000.0,1.14899999999997,1.14899999999997
2487,1,42.980820449605,2017-10-27 15:17:28.799000,-3.20941228666684,3257.51199999996,0,3.907,1000.0,1.14899999999997,1.14899999999997
2488,1,43.0266910899181,2017-10-27 15:17:28.844000,-3.20342676266684,3258.66099999996,0,3.907,1000.0,1.14899999999997,1.14899999999997
2489,1,43.0267442404785,2017-10-27 15:17:28.844000,-3.19744123866684,3259.80999999996,0,3.907,1000.0,1.14899999999997,1.14899999999997
2490,1,43.0392455936235,2017-10-27 15:17:28.857000,-3.19122131866684,3260.95899999996,0,4.06,1000.0,1.14899999999997,1.14899999999997
2491,1,43.0520102614715,2017-10-27 15:17:28.870000,-3.18476700266684,3262.10799999996,0,4.213,1000.0,1.14899999999997,1.14899999999997
2492,1,43.0978638350909,2017-10-27 15:17:28.915000,-3.17522723866684,3263.25699999996,0,6.227,1000.0,1.14899999999997,1.14899999999997
2493,1,43.0979223494693,2017-10-27 15:17:28.915000,-3.16568747466684,3264.40599999996,0,6.227,1000.0,1.14899999999997,1.14899999999997
2494,1,43.1104237026143,2017-10-27 15:17:28.928000,-3.15432463066684,3265.55499999996,0,7.417,1000.0,1.14899999999997,1.14899999999997
2495,1,43.1232049495362,2017-10-27 15:17:28.941000,-3.14103216400018,3266.70499999996,0,8.669,1000.0,1.14999999999997,1.14899999999997
2496,1,43.1687162140417,2017-10-27 15:17:28.986000,-3.11781903066684,3267.85499999996,0,15.139,1000.0,1.14999999999997,1.14999999999997
2497,1,43.1687713150814,2017-10-27 15:17:28.986000,-3.09460589733351,3269.00499999996,0,15.139,1000.0,1.14999999999997,1.14999999999997
2498,1,43.181355319786,2017-10-27 15:17:28.999000,-3.06853923066684,3270.15499999996,1,17.0,1000.0,1.04899999999997,1.14999999999997
2499,1,43.1943891537748,2017-10-27 15:17:29.012000,-3.04168762800018,3271.20399999996,0,19.198,1000.0,1.04899999999997,1.04899999999997
2500,1,43.2382854214352,2017-10-27 15:17:29.055000,-3.00740910533351,3272.25299999996,0,24.508,1000.0,1.04899999999997,1.04899999999997
2501,1,43.2383366215163,2017-10-27 15:17:29.055000,-2.97313058266685,3273.30199999996,0,24.508,1000.0,1.04899999999997,1.04899999999997
2502,1,43.2508374870415,2017-10-27 15:17:29.069000,-2.93722960666685,3274.35099999996,0,25.668,1000.0,1.04899999999997,1.04899999999997
2503,1,43.2635738729399,2017-10-27 15:17:29.082000,-2.90026144800018,3275.39999999996,0,26.431,1000.0,1.04899999999997,1.04899999999997
2504,1,43.3074379576922,2017-10-27 15:17:29.125000,-2.86188483200018,3276.44899999996,0,27.438,1000.0,1.04899999999997,1.04899999999997
2505,1,43.307489889203,2017-10-27 15:17:29.125000,-2.82350821600018,3277.49799999996,0,27.438,1000.0,1.04899999999997,1.04899999999997
2506,1,43.319991242348,2017-10-27 15:17:29.138000,-2.78509501600018,3278.54799999996,0,27.438,1000.0,1.04999999999997,1.04899999999997
2507,1,43.3327620054438,2017-10-27 15:17:29.151000,-2.74668181600019,3279.59799999996,0,27.438,1000.0,1.04999999999997,1.04999999999997
2508,1,43.3772924226806,2017-10-27 15:17:29.195000,-2.70908061600019,3280.64799999996,0,26.858,1000.0,1.04999999999997,1.04999999999997
2509,1,43.3773448418113,2017-10-27 15:17:29.195000,-2.67147941600019,3281.69799999996,0,26.858,1000.0,1.04999999999997,1.04999999999997
2510,1,43.3899100731527,2017-10-27 15:17:29.208000,-2.63421981600019,3282.74799999996,0,26.614,1000.0,1.04999999999997,1.04999999999997
2511,1,43.4029441509515,2017-10-27 15:17:29.221000,-2.59734521600019,3283.79799999996,0,26.339,1000.0,1.04999999999997,1.04999999999997
2512,1,43.4475013872784,2017-10-27 15:17:29.265000,-2.56239281600019,3284.84799999996,0,24.966,1000.0,1.04999999999997,1.04999999999997
2513,1,43.4475562445082,2017-10-27 15:17:29.265000,-2.52744041600019,3285.89799999996,0,24.966,1000.0,1.04999999999997,1.04999999999997
2514,1,43.4600958758091,2017-10-27 15:17:29.278000,-2.49312921600019,3286.94799999996,0,24.508,1000.0,1.04999999999997,1.04999999999997
2515,1,43.4731306850376,2017-10-27 15:17:29.291000,-2.45975741600019,3287.99799999996,0,23.837,1000.0,1.04999999999997,1.04999999999997
2516,1,43.5177025499591,2017-10-27 15:17:29.335000,-2.42967561600019,3289.04799999996,0,21.487,1000.0,1.04999999999997,1.04999999999997
2517,1,43.5177610643375,2017-10-27 15:17:29.335000,-2.39956516666686,3290.09899999996,0,21.487,1000.0,1.05099999999997,1.04999999999997
2518,1,43.5302836289447,2017-10-27 15:17:29.348000,-2.37048189466686,3291.14999999996,0,20.754,1000.0,1.05099999999997,1.05099999999997
2519,1,43.5433174629336,2017-10-27 15:17:29.361000,-2.34255332133353,3292.20099999996,0,19.93,1000.0,1.05099999999997,1.05099999999997
2520,1,43.5878944478632,2017-10-27 15:17:29.405000,-2.31744703333353,3293.25199999996,0,17.916,1000.0,1.05099999999997,1.05099999999997
2521,1,43.5879502803326,2017-10-27 15:17:29.405000,-2.29234074533353,3294.30299999996,0,17.916,1000.0,1.05099999999997,1.05099999999997
2522,1,43.6004699192209,2017-10-27 15:17:29.418000,-2.26796174933353,3295.35399999996,0,17.397,1000.0,1.05099999999997,1.05099999999997
2523,1,43.6135044846395,2017-10-27 15:17:29.431000,-2.24409564133353,3296.40499999996,0,17.031,1000.0,1.05099999999997,1.05099999999997
2524,1,43.6579978427699,2017-10-27 15:17:29.476000,-2.22095682533353,3297.45599999996,0,16.512,1000.0,1.05099999999997,1.05099999999997
2525,1,43.65805196857,2017-10-27 15:17:29.476000,-2.19781800933353,3298.50699999996,0,16.512,1000.0,1.05099999999997,1.05099999999997
2526,1,43.6706566971169,2017-10-27 15:17:29.489000,-2.17467919333353,3299.55799999996,0,16.512,1000.0,1.05099999999997,1.05099999999997
2527,1,43.6836912625355,2017-10-27 15:17:29.502000,-2.15154037733353,3300.60899999996,0,16.512,1000.0,1.05099999999997,1.05099999999997
2528,1,43.7282645903165,2017-10-27 15:17:29.546000,-2.12840156133354,3301.65999999996,0,16.512,1000.0,1.05099999999997,1.05099999999997
2529,1,43.7283538247436,2017-10-27 15:17:29.546000,-2.10524072933354,3302.71199999996,0,16.512,1000.0,1.05199999999997,1.05099999999997
2530,1,43.7408551778886,2017-10-27 15:17:29.559000,-2.08207989733354,3303.76399999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2531,1,43.7538777966216,2017-10-27 15:17:29.572000,-2.05891906533354,3304.81599999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2532,1,43.7986790866686,2017-10-27 15:17:29.616000,-2.03575823333354,3305.86799999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2533,1,43.7987363819975,2017-10-27 15:17:29.616000,-2.01259740133354,3306.91999999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2534,1,43.8112377351425,2017-10-27 15:17:29.629000,-1.98943656933354,3307.97199999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2535,1,43.8240640868978,2017-10-27 15:17:29.642000,-1.96627573733354,3309.02399999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2536,1,43.8688761045808,2017-10-27 15:17:29.686000,-1.94311490533354,3310.07599999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2537,1,43.8689277922818,2017-10-27 15:17:29.686000,-1.91995407333354,3311.12799999996,0,16.512,1000.0,1.05199999999997,1.05199999999997
2538,1,43.8814291454268,2017-10-27 15:17:29.699000,-1.89679324133354,3312.17999999997,0,16.512,1000.0,1.05199999999997,1.05199999999997
2539,1,43.8942513524136,2017-10-27 15:17:29.712000,-1.87363240933354,3313.23199999997,0,16.512,1000.0,1.05199999999997,1.05199999999997
2540,1,43.939694837764,2017-10-27 15:17:29.757000,-1.85044956133354,3314.28499999997,0,16.512,1000.0,1.05299999999997,1.05199999999997
2541,1,43.9397648112082,2017-10-27 15:17:29.757000,-1.82726671333354,3315.33799999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2542,1,43.9524070864813,2017-10-27 15:17:29.770000,-1.80408386533354,3316.39099999997,0,16.512,1000.0,1.05299999999997,1.05299999999997
2543,1,43.9654406766603,2017-10-27 15:17:29.783000,-1.78090101733354,3317.44399999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2544,1,44.0115412297187,2017-10-27 15:17:29.830000,-1.75771816933355,3318.49699999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2545,1,44.0116004755268,2017-10-27 15:17:29.830000,-1.73453532133355,3319.54999999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2546,1,44.0245992008886,2017-10-27 15:17:29.843000,-1.71135247333355,3320.60299999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2547,1,44.0376376672658,2017-10-27 15:17:29.856000,-1.68816962533355,3321.65599999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2548,1,44.0826803291239,2017-10-27 15:17:29.900000,-1.66498677733355,3322.70899999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2549,1,44.0827322606347,2017-10-27 15:17:29.901000,-1.64180392933355,3323.76199999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2550,1,44.0952326385401,2017-10-27 15:17:29.913000,-1.61862108133355,3324.81499999996,0,16.512,1000.0,1.05299999999997,1.05299999999997
2551,1,44.1078205442032,2017-10-27 15:17:29.926000,-1.59518130133355,3325.86799999996,0,16.695,1000.0,1.05299999999997,1.05299999999997
2552,1,44.1546020583408,2017-10-27 15:17:29.972000,-1.56554282133355,3326.92199999996,0,21.09,1000.0,1.05399999999997,1.05299999999997
2553,1,44.1546673993967,2017-10-27 15:17:29.972000,-1.53590434133355,3327.97599999996,0,21.09,1000.0,1.05399999999997,1.05399999999997
2554,1,44.1671687525417,2017-10-27 15:17:29.985000,-1.50270615200022,3329.02999999996,0,23.623,1000.0,1.05399999999997,1.05399999999997
2555,1,44.1800116833709,2017-10-27 15:17:29.998000,-1.46504743466689,3330.08399999996,0,26.797,1000.0,1.05399999999997,1.05399999999997
2556,1,44.2260681068356,2017-10-27 15:17:30.043000,-1.40234146133355,3331.13799999996,0,44.62,1000.0,1.05399999999997,1.05399999999997
2557,1,44.2261249145446,2017-10-27 15:17:30.044000,-1.33963548800022,3332.19199999996,0,44.62,1000.0,1.05399999999997,1.05399999999997
2558,1,44.2391704514092,2017-10-27 15:17:30.057000,-1.26792273333356,3333.24599999996,0,51.029,1000.0,1.05399999999997,1.05399999999997
2559,1,44.2522040415881,2017-10-27 15:17:30.070000,-1.18835978666689,3334.29999999996,0,56.615,1000.0,1.05399999999997,1.05399999999997
2560,1,44.2972442653471,2017-10-27 15:17:30.114000,-1.08104712800023,3335.35399999996,0,76.361,1000.0,1.05399999999997,1.05399999999997
2561,1,44.2972998540066,2017-10-27 15:17:30.115000,-0.973734469333566,3336.40799999996,0,76.361,1000.0,1.05399999999997,1.05399999999997
2562,1,44.3098007195318,2017-10-27 15:17:30.127000,-0.86007532533357,3337.46199999996,0,80.877,1000.0,1.05399999999997,1.05399999999997
2563,1,44.3223964271121,2017-10-27 15:17:30.140000,-0.739653405333573,3338.51699999996,0,85.608,1000.0,1.05499999999997,1.05399999999997
2564,1,44.3681527205773,2017-10-27 15:17:30.186000,-0.60304637866691,3339.57199999996,0,97.114,1000.0,1.05499999999997,1.05499999999997
2565,1,44.3682080654269,2017-10-27 15:17:30.186000,-0.466439352000247,3340.62699999996,0,97.114,1000.0,1.05499999999997,1.05499999999997
2566,1,44.3807094185719,2017-10-27 15:17:30.199000,-0.326312845333584,3341.68199999996,0,99.616,1000.0,1.05499999999997,1.05499999999997
2567,1,44.3935798999209,2017-10-27 15:17:30.212000,-0.183696538666921,3342.73699999996,0,101.386,1000.0,1.05499999999997,1.05499999999997
2568,1,44.4383365727543,2017-10-27 15:17:30.256000,-0.0342958786669253,3343.79199999996,0,106.209,1000.0,1.05499999999997,1.05499999999997
2569,1,44.4383948433229,2017-10-27 15:17:30.256000,0.115404401333071,3344.84699999996,0,106.422,1000.0,1.05499999999997,1.05499999999997
2570,1,44.4508961964679,2017-10-27 15:17:30.269000,0.266177967999733,3345.90199999996,0,107.185,1000.0,1.05499999999997,1.05499999999997
2571,1,44.4637669216268,2017-10-27 15:17:30.282000,0.417853207999729,3346.95699999996,0,107.826,1000.0,1.05499999999997,1.05499999999997
2572,1,44.5085292020882,2017-10-27 15:17:30.326000,0.571459801333058,3348.01199999996,0,109.199,1000.0,1.05499999999997,1.05499999999997
2573,1,44.5085860097973,2017-10-27 15:17:30.326000,0.725066394666387,3349.06699999996,0,109.199,1000.0,1.05499999999997,1.05499999999997
2574,1,44.5210873629423,2017-10-27 15:17:30.339000,0.879335322666383,3350.12299999996,0,109.566,1000.0,1.05599999999997,1.05499999999997
2575,1,44.5339536995228,2017-10-27 15:17:30.352000,1.03407593066638,3351.17899999996,0,109.901,1000.0,1.05599999999997,1.05599999999997
2576,1,44.5784758272226,2017-10-27 15:17:30.396000,1.19148188266637,3352.23499999996,0,111.794,1000.0,1.05599999999997,1.05599999999997
2577,1,44.5785336101714,2017-10-27 15:17:30.396000,1.34888783466637,3353.29099999996,0,111.794,1000.0,1.05599999999997,1.05599999999997
